Athlete_ID,Age,Gender,Sport_Type,Exercise_Type,Duration_Minutes,Intensity_Level,Heart_Rate,Calories_Consumed,Protein_g,Carbs_g,Fats_g,Sleep_Hours,Hydration_Level,Fatigue_Score,Injury_History,Recovery_Time_Days,Speed_Score,Endurance_Score,Strength_Score
7326,20,Male,Cricket,Strength,90,Low,97,1764,105,300,37,4.6,High,5,,0,6.91,1.92,3.4
8534,28,Female,Football,Cardio,84,High,97,2095,172,212,28,6.7,Low,8,,0,13.11,9.23,5.42
8332,23,Female,Cricket,Cardio,102,Low,148,3031,85,277,43,7.2,High,6,Minor,19,7.85,3.55,3.41
2809,22,Female,Boxing,Cardio,88,Medium,112,2103,86,467,38,9.4,Low,5,Severe,88,11.99,4.93,2.94
5872,25,Male,Running,Strength,81,Medium,110,2154,93,498,49,5.6,High,7,,0,19.17,3.52,4.78
8604,35,Female,Baseball,Strength,83,High,133,3657,118,316,48,6.6,High,9,Minor,42,17.05,7.16,5.82
4494,39,Female,Boxing,Endurance,57,High,86,1513,113,193,89,9.6,Moderate,9,,0,15.47,7.75,1.0
4113,23,Male,Basketball,Cardio,97,Medium,91,3647,189,466,88,4.4,High,4,,0,14.11,4.88,9.85
4221,37,Male,Basketball,Endurance,102,Low,106,1621,169,458,20,9.4,Moderate,8,Minor,44,14.7,2.66,1.54
5177,35,Female,Football,Endurance,37,Medium,178,2630,155,162,68,8.8,Low,8,,0,10.94,5.07,5.46
5597,23,Female,Boxing,Endurance,38,Medium,111,2286,77,126,93,5.0,Low,9,,0,17.87,6.56,3.54
4428,22,Female,Hockey,Endurance,105,Medium,119,1646,143,468,93,5.1,High,9,,0,6.88,2.74,6.4
8299,35,Male,Basketball,Strength,118,Low,131,1734,148,491,85,8.3,High,4,,0,16.95,7.12,8.79
1774,34,Male,Running,Cardio,72,Medium,131,2021,86,310,53,8.8,Low,9,Minor,70,13.26,2.53,8.7
7020,29,Female,Football,Cardio,113,High,131,2348,141,413,31,7.5,Low,5,Severe,53,12.88,7.08,6.29
477,37,Female,Wrestling,Endurance,119,Medium,168,3099,133,373,24,9.0,Low,4,,0,7.57,5.73,8.26
9199,32,Male,Cricket,Strength,115,High,130,2661,164,114,66,9.2,Low,1,,0,17.7,2.7,4.44
3339,39,Male,Running,Endurance,92,Medium,174,3014,198,241,58,4.6,Moderate,8,,0,9.98,6.95,2.78
7860,28,Male,Tennis,Endurance,63,Medium,127,2638,109,228,61,8.3,Low,1,Minor,78,8.18,4.51,6.59
3938,32,Male,Football,Endurance,39,Medium,156,1586,199,337,57,4.4,High,6,,0,7.89,4.66,4.69
8194,26,Female,Football,Endurance,100,High,63,3802,154,144,91,4.1,Low,7,,0,15.01,4.37,1.98
3228,26,Female,Running,Endurance,37,Low,65,2714,64,321,85,8.1,Low,6,,0,7.83,8.44,7.61
4070,31,Female,Boxing,Strength,108,Low,125,2418,57,302,71,6.6,High,9,,0,9.81,9.62,7.72
4797,36,Male,Baseball,Strength,111,Medium,67,3230,130,445,35,4.2,Moderate,2,Moderate,58,8.95,5.41,1.9
4337,34,Female,Volleyball,Cardio,86,Low,83,1833,73,253,79,6.6,Low,6,,0,7.97,9.29,5.35
1679,38,Female,Hockey,Strength,66,High,64,3188,185,484,84,6.9,High,4,Minor,34,19.21,1.47,3.34
394,22,Male,Football,Cardio,70,High,65,2341,89,248,98,8.4,Moderate,3,,0,8.01,3.6,3.17
1654,26,Male,Basketball,Strength,88,High,70,3549,188,471,30,9.6,Low,9,,0,6.27,6.15,6.73
9395,20,Male,Cricket,Strength,82,High,137,1997,138,239,40,5.3,Moderate,4,,0,11.55,5.91,8.92
3091,21,Female,Football,Endurance,87,Medium,101,2118,105,186,28,6.9,Low,7,Moderate,48,14.81,7.91,5.76
1711,25,Male,Running,Endurance,108,High,79,2526,61,140,34,6.0,Low,5,,0,16.4,5.61,3.42
8661,32,Male,Basketball,Cardio,83,High,163,3554,159,260,75,5.3,High,7,,0,14.21,4.96,4.12
2296,28,Female,Basketball,Endurance,64,Medium,94,2076,55,130,90,4.6,Moderate,9,Moderate,18,16.55,7.1,9.82
3492,37,Male,Football,Strength,74,Medium,113,3278,76,335,72,8.0,Low,6,,0,14.01,1.11,5.04
1177,39,Male,Basketball,Cardio,52,High,140,1765,66,347,92,5.1,Low,3,Minor,50,11.36,4.68,9.72
1851,27,Female,Football,Endurance,53,Low,80,1878,170,375,66,5.9,Moderate,3,,0,12.46,6.84,2.07
473,33,Male,Hockey,Endurance,80,Low,148,1936,159,448,62,5.3,High,4,,0,15.86,6.87,3.35
6394,18,Female,Football,Strength,39,Low,120,3486,124,133,83,5.9,High,3,Severe,39,10.48,9.57,9.79
5966,39,Male,Boxing,Cardio,111,Low,101,1772,90,321,46,9.3,High,6,,0,16.63,8.87,9.99
8423,33,Female,Running,Cardio,118,High,85,2817,186,305,58,9.2,Moderate,6,,0,6.3,5.51,7.49
2849,30,Female,Running,Endurance,89,Low,151,2100,195,186,23,8.3,High,7,Severe,69,7.81,8.5,3.67
5206,26,Male,Boxing,Strength,91,Medium,99,2241,74,214,99,4.8,High,7,,0,14.11,1.03,3.31
4229,37,Female,Football,Endurance,72,Low,155,3928,151,173,80,10.0,Moderate,6,Minor,62,11.83,7.98,9.11
8151,25,Female,Hockey,Endurance,103,Low,80,2918,71,302,82,6.5,Low,1,,0,11.77,2.69,8.13
4942,23,Male,Hockey,Strength,84,High,123,2466,154,486,22,6.6,Moderate,6,,0,6.1,5.28,8.56
5098,38,Female,Hockey,Cardio,97,Low,60,1684,128,277,60,5.5,High,4,,0,13.14,8.18,9.5
5705,20,Female,Basketball,Cardio,44,Low,132,1955,89,495,91,4.3,High,5,,0,14.27,6.16,7.17
9941,26,Female,Boxing,Endurance,86,Medium,91,3722,198,241,58,4.8,Low,9,,0,18.74,1.74,1.47
1701,24,Male,Football,Endurance,95,Medium,174,2377,121,480,33,4.3,Low,8,,0,19.51,2.1,2.62
8720,23,Male,Tennis,Strength,71,High,145,3807,94,269,63,8.2,High,1,,0,8.5,1.08,8.87
3618,29,Male,Basketball,Cardio,47,Low,104,2409,176,460,53,4.6,High,9,Minor,11,11.98,3.02,5.54
639,29,Male,Boxing,Strength,47,Medium,102,3132,136,301,57,5.4,Low,6,Minor,24,5.59,9.52,7.77
4197,25,Male,Basketball,Cardio,56,Medium,146,2505,89,205,49,7.5,Low,8,Minor,34,14.47,3.87,4.41
558,36,Male,Running,Cardio,56,High,63,1948,153,291,99,7.7,Moderate,3,,0,17.57,9.4,6.25
4249,21,Male,Basketball,Cardio,75,Medium,123,3555,79,259,83,5.0,Low,1,,0,16.71,5.37,7.49
3668,23,Male,Basketball,Strength,99,Medium,69,3046,61,248,33,8.6,High,1,Minor,38,14.91,3.22,4.99
2859,35,Female,Cricket,Strength,84,High,100,2071,102,183,73,5.5,High,2,,0,5.62,1.93,1.86
4828,18,Female,Football,Endurance,110,Low,80,2647,192,275,40,5.8,Low,3,,0,13.85,7.86,4.71
4093,20,Male,Basketball,Cardio,73,Medium,78,3289,52,362,99,4.0,High,8,,0,18.86,9.23,8.82
9085,31,Male,Basketball,Endurance,60,Medium,69,2473,72,238,67,6.8,High,6,Minor,16,17.39,1.97,5.31
8453,31,Male,Football,Cardio,62,High,61,2424,146,214,84,9.5,Low,9,,0,19.6,8.63,3.7
3465,39,Male,Basketball,Endurance,30,Medium,75,3054,61,266,75,5.4,Moderate,1,,0,10.17,6.53,9.44
1312,38,Female,Cricket,Strength,81,High,161,2704,158,300,57,6.4,Moderate,4,Minor,46,5.33,6.96,1.75
5080,30,Male,Football,Endurance,111,Medium,138,3765,96,372,35,9.1,Moderate,9,,0,15.27,5.02,6.94
4172,34,Male,Baseball,Endurance,56,High,132,2282,82,226,68,4.6,High,1,,0,5.38,4.31,9.18
9643,39,Female,Football,Cardio,103,High,98,3148,87,368,35,9.1,Low,2,,0,19.99,3.83,2.18
6923,33,Female,Wrestling,Endurance,61,Low,63,3763,150,373,84,8.6,Low,7,Moderate,45,19.56,3.71,6.22
156,33,Male,Tennis,Cardio,40,High,175,3014,191,413,39,7.9,Low,3,,0,13.36,6.93,7.05
6514,31,Female,Basketball,Endurance,69,High,170,1829,102,481,35,7.1,Moderate,2,,0,5.03,4.52,9.8
2335,33,Male,Basketball,Cardio,80,Medium,120,2876,88,441,62,9.3,Moderate,9,Minor,60,8.71,7.45,6.66
6320,30,Male,Volleyball,Cardio,51,Low,179,3752,69,467,42,9.4,Moderate,7,,0,7.37,3.17,2.07
4050,37,Male,Football,Strength,64,High,123,1946,101,174,58,5.9,Low,2,Moderate,24,11.44,9.97,6.29
4310,25,Male,Boxing,Strength,69,Low,126,2066,74,330,20,4.9,High,7,,0,7.01,9.91,5.67
8200,38,Female,Football,Strength,86,High,147,1528,63,389,35,9.8,Low,4,,0,5.14,1.14,4.87
2981,31,Male,Basketball,Strength,41,High,105,2935,152,248,89,9.2,Moderate,7,,0,17.04,5.42,1.71
2366,27,Male,Baseball,Strength,93,Low,125,3605,95,365,92,4.3,Moderate,5,Moderate,17,13.44,9.67,6.15
9237,29,Male,Basketball,Strength,39,Low,95,3756,188,490,67,5.4,Moderate,9,,0,10.04,3.28,4.22
7417,27,Male,Baseball,Endurance,118,Medium,87,3774,193,404,92,7.2,High,5,,0,14.65,8.36,5.72
3629,26,Male,Wrestling,Strength,56,High,172,1891,176,170,62,6.6,Moderate,3,Moderate,26,11.28,1.29,7.51
777,38,Male,Football,Endurance,51,Low,119,1859,128,266,45,8.7,High,6,Minor,43,19.8,4.59,3.44
117,20,Male,Hockey,Cardio,39,Medium,163,1824,146,289,41,4.9,High,9,Minor,62,6.51,9.85,8.81
2102,27,Female,Football,Endurance,116,Low,102,3924,129,434,96,9.2,Moderate,4,,0,12.68,3.27,6.02
9873,36,Female,Running,Cardio,106,Low,91,3253,168,174,57,6.7,High,2,Minor,35,12.8,2.0,4.78
6099,24,Female,Boxing,Endurance,32,Low,164,1865,176,134,99,6.4,High,5,Minor,55,7.6,2.1,9.77
6111,35,Male,Running,Strength,49,Low,152,2008,62,333,47,5.3,Low,9,Moderate,64,10.11,6.76,1.11
1047,35,Female,Hockey,Cardio,115,Low,112,3881,158,400,42,4.6,Moderate,2,,0,18.98,6.63,6.03
634,25,Female,Basketball,Endurance,50,Low,116,1964,126,393,54,9.4,High,4,Minor,74,11.76,1.92,9.84
5847,29,Male,Tennis,Strength,118,Medium,71,3860,52,231,87,8.0,High,6,,0,13.67,9.74,2.74
8631,39,Male,Running,Cardio,110,High,164,3468,85,234,68,7.4,Moderate,1,Minor,40,12.97,9.59,4.74
8303,28,Female,Baseball,Cardio,117,Low,82,1511,194,490,69,4.1,Low,5,Minor,58,15.76,9.91,5.99
3615,33,Male,Hockey,Endurance,80,High,94,3384,70,410,93,7.5,Low,8,Minor,87,8.21,4.47,1.84
3088,18,Male,Baseball,Endurance,118,Low,115,3531,60,454,64,6.4,High,1,,0,10.44,1.46,7.28
7995,35,Female,Hockey,Endurance,79,Low,159,2180,90,287,85,9.5,Low,2,Minor,80,6.48,6.95,4.09
4188,20,Female,Tennis,Cardio,75,Low,178,3762,113,195,30,9.5,High,9,Moderate,51,14.73,9.25,9.85
9765,37,Female,Running,Cardio,56,Low,169,2289,103,335,29,4.8,Low,7,,0,18.26,8.57,3.88
8491,23,Male,Basketball,Cardio,100,High,110,3423,84,499,49,4.5,Moderate,9,,0,10.42,1.59,3.32
3949,19,Female,Football,Endurance,53,Medium,147,3915,52,179,36,9.8,High,5,,0,16.72,2.92,7.15
35,37,Male,Basketball,Cardio,76,High,122,3206,71,498,70,7.1,Moderate,9,Severe,81,14.96,6.71,6.27
3302,26,Female,Running,Strength,114,Low,87,1783,94,381,35,4.6,Low,4,,0,14.46,9.11,9.27
2648,30,Female,Running,Endurance,42,High,71,3797,54,270,87,5.5,Moderate,5,,0,10.13,3.72,4.2
1186,37,Male,Football,Endurance,52,Medium,119,2571,100,384,99,9.7,High,9,,0,10.34,1.34,4.25
7053,20,Female,Volleyball,Cardio,98,Medium,125,2632,176,190,27,9.9,Low,2,Minor,24,9.43,7.88,5.41
4418,38,Male,Running,Cardio,46,Medium,94,2272,192,146,41,6.1,Low,7,Minor,88,10.56,2.07,6.91
2248,38,Male,Basketball,Cardio,90,Medium,126,2799,125,203,66,4.8,High,9,,0,16.59,7.69,3.05
2762,29,Male,Football,Cardio,60,Medium,126,3223,68,257,76,8.2,Low,2,Minor,45,12.71,4.84,8.32
3964,24,Male,Football,Cardio,78,High,165,3098,184,293,51,4.2,Moderate,7,,0,18.71,4.91,4.1
6163,22,Female,Running,Cardio,48,High,160,1672,155,435,76,7.2,Moderate,3,Minor,29,7.67,1.3,1.66
3737,30,Male,Football,Cardio,91,Low,155,2265,165,377,80,9.2,Moderate,6,,0,8.06,3.95,1.33
797,39,Male,Basketball,Strength,91,Medium,128,3676,160,239,80,4.1,Moderate,1,Moderate,83,10.63,5.44,1.38
8515,39,Female,Running,Endurance,48,Medium,66,2053,137,107,97,7.1,Low,2,Moderate,56,14.19,7.86,6.22
6867,38,Male,Basketball,Strength,97,High,171,2193,108,278,92,5.9,High,1,Minor,76,12.23,3.1,5.32
9109,38,Male,Running,Cardio,108,Low,152,1889,179,159,23,9.3,Low,5,,0,17.48,8.35,7.59
6702,21,Male,Running,Strength,108,Low,149,2045,98,291,69,8.4,Low,8,,0,18.37,4.57,4.73
2416,20,Male,Football,Endurance,67,Low,126,3912,98,215,57,8.4,Low,2,Moderate,42,18.91,3.64,7.57
6027,30,Male,Running,Endurance,105,Low,175,2978,132,107,64,6.9,High,7,,0,8.49,9.36,1.59
492,36,Female,Basketball,Cardio,75,High,75,3301,122,318,23,8.2,High,4,Severe,48,11.2,2.4,3.95
1176,30,Male,Tennis,Endurance,89,High,94,2690,129,249,71,6.4,Moderate,3,,0,12.39,8.96,9.57
7499,36,Male,Football,Cardio,48,High,166,2182,55,463,79,4.1,Moderate,4,,0,16.07,1.41,2.87
7064,32,Female,Football,Cardio,74,Low,70,3489,86,498,56,8.0,High,2,,0,5.79,8.61,8.19
5357,35,Male,Cricket,Strength,64,Medium,116,2732,113,115,76,7.4,Low,8,,0,14.13,3.36,9.76
8008,35,Female,Football,Endurance,95,High,111,3628,82,404,84,7.5,Moderate,2,,0,15.36,6.48,8.94
5779,21,Male,Basketball,Strength,31,High,167,3317,177,144,48,6.7,High,9,,0,6.28,9.42,7.84
6352,24,Female,Basketball,Endurance,33,Low,86,2328,54,228,31,6.2,Moderate,6,,0,18.81,7.2,8.12
9753,26,Female,Cricket,Strength,117,High,116,2585,83,145,97,6.9,Moderate,8,Moderate,25,6.61,6.16,6.33
4148,32,Male,Running,Strength,96,High,115,2544,195,366,54,6.3,High,3,,0,6.68,1.48,2.46
2234,37,Male,Running,Endurance,43,Low,68,2830,89,322,37,9.4,Moderate,2,Minor,58,10.69,8.16,8.5
7954,20,Female,Wrestling,Endurance,48,Low,144,2851,170,194,64,9.1,Moderate,7,Moderate,62,19.76,4.17,2.17
6588,35,Male,Boxing,Strength,32,Medium,92,2629,148,379,35,10.0,Low,9,,0,13.73,8.8,2.94
1027,25,Female,Football,Cardio,42,Medium,68,3738,131,318,56,9.0,Moderate,1,Minor,69,14.61,5.28,3.02
7144,31,Female,Running,Endurance,71,Medium,102,2280,91,317,96,4.2,Low,4,,0,11.26,7.49,3.82
7874,36,Male,Tennis,Cardio,38,Low,90,3838,78,110,38,9.2,Moderate,7,Moderate,25,7.92,6.38,8.93
112,19,Male,Baseball,Strength,107,Low,95,2001,137,224,26,4.8,Low,2,Minor,38,12.51,7.64,3.82
4793,32,Male,Tennis,Endurance,44,Low,110,3902,68,352,26,8.7,Low,8,,0,8.93,2.61,9.41
7826,37,Male,Running,Strength,66,Medium,154,1623,194,327,42,4.6,High,6,Minor,44,11.21,9.13,4.89
1101,32,Male,Running,Cardio,112,Low,69,1978,141,140,86,9.3,Moderate,6,,0,9.57,2.79,6.25
5251,24,Male,Tennis,Endurance,78,Medium,130,2102,66,404,82,7.9,Low,3,Minor,66,17.53,4.43,4.04
5761,18,Male,Hockey,Endurance,74,High,147,1827,150,177,24,8.1,Moderate,5,,0,7.45,2.8,5.93
1564,18,Female,Wrestling,Cardio,100,Low,99,2866,60,491,35,5.0,High,6,,0,10.22,6.86,5.23
9930,24,Male,Basketball,Endurance,53,Medium,82,3332,100,326,46,9.2,Moderate,2,,0,12.42,4.46,4.55
2817,34,Male,Boxing,Strength,57,High,99,2990,86,351,82,9.8,High,7,Severe,42,12.64,1.33,4.62
8521,33,Female,Cricket,Endurance,72,Medium,172,1952,143,433,39,8.8,Low,8,,0,13.72,4.39,4.08
5669,34,Female,Football,Cardio,32,Medium,154,2408,83,470,82,6.2,Low,5,,0,13.55,3.81,7.55
3528,35,Male,Boxing,Endurance,88,High,88,2467,186,300,78,7.1,High,8,,0,5.66,6.08,5.72
3278,33,Female,Hockey,Endurance,84,Medium,98,3345,84,130,39,6.3,Low,7,Minor,15,6.79,9.87,9.65
4842,39,Female,Football,Endurance,36,Low,64,2808,130,123,94,8.8,Low,6,,0,10.09,8.51,2.64
7942,36,Female,Baseball,Strength,38,High,134,3573,163,484,81,7.2,High,5,Moderate,78,5.26,9.27,5.5
8024,35,Female,Running,Strength,87,Low,74,2922,151,335,94,6.9,Low,4,Minor,11,19.17,9.41,9.29
4088,23,Female,Football,Cardio,30,High,67,1794,139,202,72,9.7,Moderate,6,,0,10.7,3.92,1.84
779,24,Female,Volleyball,Strength,38,Medium,109,2139,139,477,93,10.0,Moderate,2,,0,7.19,3.59,5.38
8805,19,Female,Football,Cardio,48,Low,72,2325,177,474,66,5.0,High,5,,0,15.92,7.32,8.81
2518,20,Male,Football,Strength,118,Low,67,1501,109,346,74,7.4,Moderate,9,,0,5.76,9.03,2.85
2922,37,Male,Wrestling,Strength,35,High,172,3415,92,423,82,9.2,Low,9,,0,5.36,2.59,8.19
6677,34,Female,Basketball,Cardio,32,Medium,177,1973,173,280,97,5.3,High,5,,0,6.7,7.9,7.61
6543,34,Female,Basketball,Strength,61,High,173,2436,157,366,48,4.4,Moderate,4,,0,14.36,1.3,5.47
5883,30,Male,Cricket,Endurance,41,High,167,3390,143,350,85,8.6,High,8,Minor,33,8.7,1.97,9.52
3466,36,Female,Running,Cardio,113,Low,68,2015,82,401,24,7.7,High,8,Minor,87,8.47,7.49,5.81
1157,20,Male,Running,Cardio,110,High,127,2266,120,263,70,5.0,Low,9,,0,17.45,6.72,3.73
4809,29,Male,Hockey,Cardio,83,Medium,149,2374,72,355,58,4.3,Moderate,3,Minor,8,10.57,1.11,4.14
1602,25,Male,Boxing,Strength,47,Medium,113,2577,125,462,79,9.8,Moderate,3,,0,9.01,5.79,6.03
5262,20,Male,Football,Cardio,30,Low,87,1696,137,263,37,9.3,Low,7,,0,5.61,8.42,8.47
9631,22,Male,Running,Cardio,69,Medium,158,3087,128,340,36,6.9,Moderate,3,,0,15.45,6.52,4.72
404,32,Male,Baseball,Endurance,118,High,171,3163,173,151,70,8.0,High,3,,0,11.4,3.8,1.03
3950,32,Female,Basketball,Cardio,114,High,72,3680,164,463,38,8.3,Low,2,,0,12.06,5.55,8.59
6703,29,Male,Running,Endurance,73,High,179,3887,184,257,82,6.6,Low,5,Minor,16,5.13,3.12,4.91
4583,33,Male,Running,Cardio,50,Medium,74,2276,187,283,71,8.7,Low,4,Minor,68,14.43,7.38,4.77
6059,19,Male,Basketball,Cardio,97,Low,83,3782,57,392,78,7.0,Low,2,,0,8.4,8.81,7.01
6698,29,Male,Cricket,Cardio,60,Low,100,2707,199,251,96,8.8,Moderate,8,,0,8.5,8.12,2.05
3074,26,Male,Tennis,Endurance,51,Medium,129,2234,142,272,79,7.2,High,6,Moderate,47,10.64,9.37,5.83
8157,31,Male,Basketball,Strength,50,High,115,2478,176,475,97,4.6,Moderate,5,Moderate,17,5.89,6.76,3.64
9792,24,Female,Basketball,Endurance,109,Medium,60,1908,169,153,38,5.8,Moderate,1,,0,8.01,3.75,6.19
7545,35,Male,Running,Cardio,35,Medium,87,3123,172,475,32,6.5,Low,8,,0,15.73,8.54,1.64
9533,38,Male,Basketball,Cardio,43,Low,72,1534,125,305,56,7.9,High,6,Minor,36,8.71,8.19,2.67
6632,19,Male,Basketball,Endurance,72,Medium,94,3227,61,286,49,8.2,Moderate,6,Minor,18,13.93,8.67,5.97
3574,25,Female,Football,Cardio,35,High,126,1677,168,313,99,5.2,High,7,,0,19.42,2.43,5.98
5639,21,Female,Hockey,Strength,34,Low,81,3020,170,359,63,7.4,High,1,Moderate,54,16.4,6.93,3.64
1535,36,Female,Football,Cardio,45,Low,113,2711,53,143,84,4.2,High,4,,0,14.03,4.47,6.65
3731,39,Female,Football,Endurance,59,Medium,103,3958,159,306,28,4.1,Low,7,Moderate,41,6.43,7.44,9.27
8032,22,Female,Basketball,Cardio,76,Medium,91,1953,122,222,22,7.4,Low,6,,0,6.83,4.15,4.04
896,27,Male,Basketball,Strength,42,Low,139,1722,118,225,58,4.7,High,9,Moderate,41,12.73,6.02,1.85
897,39,Male,Football,Strength,30,Low,67,3215,176,277,70,7.7,Low,2,,0,18.79,4.06,2.26
8813,22,Male,Football,Cardio,33,Low,67,3046,134,307,25,4.4,High,9,Moderate,19,9.44,5.46,7.22
5755,30,Female,Wrestling,Strength,38,Medium,64,1784,71,200,58,7.5,Low,1,Moderate,77,17.68,7.24,3.88
5455,39,Female,Football,Endurance,98,Low,76,3061,54,472,20,5.5,High,8,,0,16.9,2.6,8.45
2144,18,Female,Football,Endurance,58,High,115,2950,96,411,54,8.5,High,9,Moderate,63,19.91,8.31,6.17
6537,27,Male,Basketball,Endurance,45,Medium,63,2015,177,292,24,7.4,High,8,,0,8.83,9.74,8.84
7131,19,Male,Tennis,Strength,33,Low,144,1787,134,336,80,7.2,High,6,,0,7.37,2.85,7.24
9612,25,Male,Wrestling,Endurance,31,Medium,159,3665,190,203,84,5.6,Moderate,4,Moderate,29,10.31,8.65,9.97
2746,37,Male,Running,Cardio,82,Low,72,3630,106,367,85,6.0,Low,5,Minor,26,5.58,7.03,1.74
1307,33,Female,Running,Strength,58,Low,118,2702,122,141,22,4.7,Moderate,9,,0,9.43,9.97,5.38
9869,19,Male,Volleyball,Endurance,35,High,82,1519,129,265,83,4.4,Low,3,Minor,62,8.06,3.14,8.23
8178,20,Female,Boxing,Cardio,59,High,72,2697,112,458,60,7.8,High,1,,0,19.37,4.23,9.64
9244,21,Male,Running,Endurance,119,Medium,128,1621,164,349,50,6.1,High,9,Severe,52,17.65,6.91,9.89
9846,18,Female,Football,Strength,96,Low,128,2860,167,437,24,5.8,Moderate,1,,0,15.07,4.98,8.03
1108,20,Male,Football,Endurance,106,High,127,1787,74,186,95,4.4,High,5,Minor,17,5.17,5.38,4.79
6150,28,Female,Basketball,Strength,84,Medium,160,1881,60,496,32,5.9,Moderate,9,,0,5.61,4.56,5.39
3516,20,Female,Football,Endurance,117,Medium,152,3001,125,205,38,7.8,High,8,,0,19.41,2.42,4.62
9399,29,Male,Volleyball,Cardio,50,Low,167,3355,182,172,85,6.0,High,2,,0,17.24,3.07,4.74
646,26,Male,Basketball,Endurance,119,Medium,166,1529,96,477,75,5.3,High,5,Moderate,22,7.46,1.56,9.86
7092,25,Female,Wrestling,Cardio,59,Low,62,2518,72,334,97,5.8,Moderate,9,,0,16.51,3.75,2.66
3532,19,Male,Boxing,Cardio,112,Low,132,2523,66,101,94,6.8,High,5,,0,7.73,7.75,3.71
6906,34,Female,Football,Strength,42,Medium,62,1727,124,469,91,7.9,Moderate,7,Minor,9,16.16,2.66,7.01
656,28,Female,Football,Strength,117,Low,60,2366,160,145,82,7.6,Moderate,3,,0,8.05,5.19,2.55
2139,22,Female,Wrestling,Strength,43,High,85,3760,126,494,43,9.9,Moderate,7,,0,5.26,9.47,7.01
3556,39,Male,Basketball,Strength,87,High,126,3142,134,459,76,4.6,Low,3,Moderate,14,7.51,7.66,7.74
8995,32,Female,Volleyball,Endurance,114,Low,161,1777,173,329,38,6.0,Low,3,,0,11.62,4.65,7.74
2592,27,Male,Football,Cardio,36,High,146,1802,190,367,40,5.3,Low,1,Moderate,59,11.3,4.86,7.02
9089,19,Male,Cricket,Strength,56,Low,107,3223,139,356,41,5.1,Low,7,Moderate,30,10.62,3.54,1.16
9878,22,Male,Hockey,Cardio,32,Medium,127,1977,89,181,81,10.0,Moderate,3,,0,10.18,5.31,8.13
2927,32,Female,Running,Strength,70,Medium,150,2286,172,161,83,6.8,Low,9,Minor,18,11.93,6.69,2.32
5952,37,Male,Football,Endurance,85,Low,106,3486,152,266,79,6.6,High,1,,0,16.26,6.6,1.89
1576,19,Female,Basketball,Cardio,65,Low,67,2297,122,432,27,9.9,Moderate,7,Minor,38,10.28,9.14,1.18
4847,35,Male,Basketball,Endurance,33,Low,60,3056,109,144,28,7.7,Low,4,Minor,68,16.05,1.94,2.97
4863,21,Male,Tennis,Strength,72,High,152,1799,86,384,20,7.6,Moderate,5,,0,9.57,1.52,3.85
6652,32,Male,Wrestling,Endurance,30,High,95,3515,76,432,62,9.4,Moderate,2,,0,10.27,7.61,1.08
3814,18,Female,Running,Endurance,93,High,77,2226,176,245,48,7.4,Low,3,Minor,57,14.11,2.79,8.85
4604,23,Female,Baseball,Cardio,86,Low,170,3293,186,438,99,5.9,Moderate,9,Moderate,39,18.45,5.34,2.18
632,29,Female,Basketball,Cardio,94,Medium,126,3575,134,258,23,5.4,Low,5,,0,12.28,1.0,3.57
6300,18,Female,Running,Endurance,48,High,162,2319,55,360,44,5.1,Low,8,Minor,9,12.96,5.06,3.26
5955,21,Female,Boxing,Strength,45,Medium,130,2015,77,329,61,8.5,High,5,,0,16.76,2.45,3.45
2043,38,Male,Football,Cardio,45,Medium,170,2779,181,424,56,6.3,Moderate,5,,0,15.61,7.63,3.55
8409,37,Male,Hockey,Strength,103,Medium,169,2722,111,275,37,7.3,Low,6,,0,15.84,1.37,4.73
4340,22,Male,Volleyball,Cardio,36,Medium,177,2429,63,218,65,4.2,High,8,,0,11.17,6.23,7.4
3958,27,Female,Tennis,Strength,105,High,146,3185,71,462,57,4.2,High,7,,0,10.55,6.94,7.22
8388,25,Female,Running,Endurance,112,Medium,99,3371,197,497,86,9.6,Moderate,3,,0,11.41,1.16,9.99
6054,21,Female,Basketball,Endurance,42,Low,104,1618,56,286,93,5.1,Low,1,,0,7.71,1.83,1.27
2531,37,Male,Basketball,Endurance,79,Low,96,2979,115,298,74,6.0,High,8,,0,10.37,1.83,2.06
86,39,Female,Tennis,Endurance,55,Low,156,1582,93,479,64,6.5,Low,5,,0,14.52,6.18,1.62
8968,22,Female,Running,Endurance,53,High,92,2042,53,105,60,8.6,High,5,,0,11.51,6.98,7.28
4125,39,Female,Football,Strength,114,High,108,3854,168,261,29,4.9,Moderate,7,Moderate,68,18.63,8.95,1.41
5580,23,Male,Running,Strength,72,High,77,1694,59,386,32,8.3,Low,2,Minor,35,11.74,5.56,9.71
3254,35,Female,Basketball,Strength,96,Medium,162,3355,157,495,55,4.7,Moderate,1,,0,10.2,7.15,7.75
5412,30,Male,Baseball,Strength,60,Medium,95,1578,104,293,28,9.5,Low,8,Moderate,54,12.15,3.02,2.36
1289,24,Female,Football,Endurance,60,High,160,2055,186,329,70,6.9,High,2,Minor,86,15.4,2.34,8.38
8872,33,Female,Football,Strength,58,High,90,2690,136,309,70,4.7,Low,1,,0,14.16,4.15,2.81
45,29,Female,Wrestling,Strength,117,Low,153,3251,109,225,95,8.2,High,9,Minor,19,18.34,3.1,3.67
5820,22,Male,Football,Strength,70,Low,90,3703,72,345,56,9.8,Low,3,Minor,44,16.76,1.56,6.66
